"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003050520","1889-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","","0.0",",C","4",",C","4",",C","0",",C","","","1",",C","0",",C","25",",C","0",",C","1",",C","0",",C","18890426",",,C","","","18890402",",,C","18890422",",,C","18890430",",,C","-8.9",",C,26,","","","76",",,C,02,","7.9",",,C,22,","21.1",",C,30,","","","399.4",",C","27.2",",,,C","76",",,,C","5.02",",C","13.15",",,,C","-3.11",",,,C"
"CA003050520","1889-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","","0.0",",C","6",",C","6",",C","1",",C","","","2",",C","0",",C","22",",C","0",",C","8",",C","0",",C","18890502",",,C","","","18890507",",,C","18890507",",,C","18890502",",,C","-8.3",",C,02,","","","114",",,C,07,","31.8",",,C,07,","25.0",",C,02,","","","332.1",",C","68.3",",,,C","139",",,,C","7.62",",C","16.68",",,,C","-1.44",",,,C"
"CA003050520","1890-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","6",",C","0",",C","","","6",",C","26",",C","31",",C","27",",C","0",",C","0",",C","18900102",",,C","","","18900130",",,C","18900130",",,C","18900108",",,C","-41.7",",C,02,","","","97",",,C,30,","9.7",",,C,30,","1.7",",C,08,","","","1178.6",",C","35.0",",,,C","350",",,,C","-19.69",",C","-12.97",",,,C","-26.40",",,,C"
"CA003050520","1890-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","4",",C","1",",C","","","4",",C","18",",C","28",",C","22",",C","0",",C","0",",C","18900225",",,C","","","18900203",",,C","18900203",",,C","18900222",",,C","-45.0",",C,25,","","","279",",,C,03,","27.9",",,C,03,","2.8",",C,22,","","","961.5",",C","44.8",",,,C","448",",,,C","-16.01",",C","-8.11",",,,C","-23.90",",,,C"
"CA003050520","1890-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","3",",C","0",",C","","","3",",C","5",",C","31",",C","11",",C","0",",C","0",",C","18900329",",,C","","","18900316",",,C","18900316",",,C","18900314",",,C","-24.4",",C,29,","","","102",",,C,16,","10.2",",,C,16,","8.3",",C,14,","","","706.6",",C","25.2",",,,C","252",",,,C","-4.46",",C","1.99",",,,C","-10.92",",,,C"
"CA003050520","1890-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","5",",C","0",",C","","","5",",C","0",",C","26",",C","5",",C","0",",C","0",",C","18900419",",,C","","","18900402",",,C","18900402",",,C","18900428",",,C","-17.2",",C,19,","","","216",",,C,02,","21.6",",,C,02,","17.8",",C,28,","","","542.0",",C","53.1",",,,C","531",",,,C","0.27",",C","7.20",",,,C","-6.67",",,,C"
"CA003050520","1890-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","5",",C","2",",C","","","1",",C","0",",C","16",",C","0",",C","0",",C","0",",C","18900526",",,C","","","18900510",",,C","18900527",",,C","18900508",",,C","-3.9",",C,26,","","","76",",,C,10,","27.4",",,C,27,","20.6",",C,08,","","","335.6",",C","70.7",",,,C","76",",,,C","7.51",",C","14.30",",,,C","0.71",",,,C"
"CA003050520","1890-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","4",",C","1",",C","","","0",",C","0",",C","3",",C","0",",C","5",",C","0",",C","18900618",",,C","","","18900630","+,,C","18900617",",,C","18900630",",,C","-1.1",",C,18,","","","0",",,C,30,+","30.5",",,C,17,","28.9",",C,30,","","","253.4",",C","61.8",",,,C","0",",,,C","9.89",",C","17.33",",,,C","2.44",",,,C"
"CA003050520","1890-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","3",",C","0",",C","","","0",",C","0",",C","0",",C","0",",C","15",",C","0",",C","18900731",",,C","","","18900731","+,,C","18900708",",,C","18900724",",,C","1.1",",C,31,","","","0",",,C,31,+","18.5",",,C,08,","31.7",",C,24,","164.1","C","164.1",",C","36.0",",,,C","0",",,,C","13.04",",C","21.02",",,,C","5.06",",,,C"
"CA003050520","1890-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","5",",C","0",",C","","","0",",C","0",",C","1",",C","0",",C","16",",C","0",",C","18900818",",,C","","","18900831","+,,C","18900809",",,C","18900829","+,,C","-0.6",",C,18,","","","0",",,C,31,+","19.6",",,C,09,","26.1",",C,29,+","338.6","C","174.5",",C","60.7",",,,C","0",",,,C","12.70",",C","20.79",",,,C","4.62",",,,C"
"CA003050520","1890-09","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","4",",C","0",",C","","","1",",C","0",",C","10",",C","0",",C","7",",C","0",",C","18900918",",,C","","","18900910",",,C","18900910",",,C","18900929","+,,C","-4.4",",C,18,","","","211",",,C,10,","21.1",",,C,10,","22.8",",C,29,+","638.7","C","300.1",",C","38.9",",,,C","211",",,,C","8.33",",C","14.78",",,,C","1.88",",,,C"
"CA003050520","1890-10","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","5",",C","1",",C","","","2",",C","0",",C","23",",C","0",",C","0",",C","0",",C","18901025","+,,C","","","18901022",",,C","18901022",",,C","18901031","+,,C","-11.7",",C,25,+","","","259",",,C,22,","25.9",",,C,22,","12.8",",C,31,+","1145.0","C","506.3",",C","44.2",",,,C","317",",,,C","2.00",",C","6.85",",,,C","-2.85",",,,C"
"CA003050520","1890-11","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","0",",C","0",",C","0",",C","","","0",",C","0",",C","23",",C","2",",C","0",",C","0",",C","18901106",",,C","","","18901110","+,,C","18901110","+,,C","18901101",",,C","-12.8",",C,06,","","","0",",T,C,10,+","0.0",",T,C,10,+","12.2",",C,01,","1642.5","C","497.5",",C","0.0",",T,,C","0",",T,,C","1.75",",C","6.47",",,,C","-2.97",",,,C"
"CA003050520","1890-12","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","2",",C","1",",C","0",",C","","","1",",C","2",",C","27",",C","11",",C","0",",C","0",",C","18901205",",,C","","","18901225",",,C","18901225",",,C","18901220",",,C","-19.4",",C,05,","","","211",",,C,25,","21.1",",,C,25,","10.0",",C,20,","2285.7","C","643.2",",C","23.1",",,,C","231",",,,C","-2.42",",C","1.49",",,,C","-6.32",",,,C"
"CA003050520","1891-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","1",",C","0",",C","","","1",",C","7",",C","29",",C","16",",C","0",",C","0",",C","18910131",",,C","","","18910130",",,C","18910130",",,C","18910118",",,C","-30.6",",C,31,","","","51",",,C,30,","5.1",",,C,30,","7.8",",C,18,","3035.8","C","750.1",",C","9.1",",,,C","91",",,,C","-5.86",",C","-0.63",",,,C","-11.10",",,,C"
"CA003050520","1891-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","6",",C","2",",C","0",",C","","","2",",C","21",",C","28",",C","28",",C","0",",C","0",",C","18910201",",,C","","","18910214",",,C","18910214",",,C","18910211","+,,C","-42.8",",C,01,","","","76",",,C,14,","7.6",",,C,14,","-3.3",",C,11,+","4040.6","C","1004.8",",C","18.2",",,,C","182",",,,C","-17.55",",C","-10.88",",,,C","-24.23",",,,C"
"CA003050520","1891-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","1",",C","0",",C","","","1",",C","11",",C","30",",C","10",",C","0",",C","0",",C","18910302",",,C","","","18910330",",,C","18910330",",,C","18910318","+,,C","-36.1",",C,02,","","","33",",,C,30,","3.3",",,C,30,","7.2",",C,18,+","4789.7","C","749.1",",C","6.2",",,,C","62",",,,C","-5.83",",C","1.30",",,,C","-12.96",",,,C"
"CA003050520","1891-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","4",",C","0",",C","","","0",",C","0",",C","26",",C","0",",C","0",",C","0",",C","18910401",",,C","","","18910424",",,C","18910423",",,C","18910418",",,C","-16.7",",C,01,","","","18",",,C,24,","8.9",",,C,23,","16.1",",C,18,","5249.0","C","459.3",",C","27.4",",,,C","26",",,,C","3.02",",C","9.67",",,,C","-3.62",",,,C"
"CA003050520","1891-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","5",",C","0",",C","","","1",",C","0",",C","16",",C","1",",C","9",",C","0",",C","18910503",",,C","","","18910502",",,C","18910528",",,C","18910526",",,C","-7.8",",C,03,","","","46",",,C,02,","13.0",",,C,28,","26.7",",C,26,","5589.5","C","340.5",",C","34.8",",,,C","46",",,,C","7.35",",C","15.17",",,,C","-0.47",",,,C"
"CA003050520","1891-06","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","7",",C","0",",C","","","0",",C","0",",C","6",",C","0",",C","2",",C","0",",C","18910610",",,C","","","18910606",",,C","18910628",",,C","18910604",",,C","-2.8",",C,10,","","","0",",T,C,06,","20.8",",,C,28,","25.0",",C,04,","5844.9","C","255.4",",C","68.2",",,,C","0",",T,,C","9.82",",C","16.36",",,,C","3.28",",,,C"
"CA003050520","1891-07","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","1",",C","1",",C","","","0",",C","0",",C","1",",C","0",",C","19",",C","0",",C","18910707",",,C","","","18910731","+,,C","18910720",",,C","18910725",",,C","-1.1",",C,07,","","","0",",,C,31,+","30.5",",,C,20,","28.3",",C,25,","149.0","C","149.0",",C","32.8",",,,C","0",",,,C","13.53",",C","21.98",",,,C","5.07",",,,C"
"CA003050520","1891-08","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","11",",C","5",",C","0",",C","","","0",",C","0",",C","3",",C","0",",C","20",",C","0",",C","18910819",",,C","","","18910831","+,,C","18910806",",,C","18910829",",,C","-1.1",",C,19,","","","0",",,C,31,+","12.2",",,C,06,","28.9",",C,29,","323.3","C","174.3",",C","36.3",",,,C","0",",,,C","12.71",",C","21.90",",,,C","3.52",",,,C"
"CA003050520","1891-09","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","2",",C","0",",C","","","0",",C","0",",C","16",",C","0",",C","7",",C","0",",C","18910928",",,C","","","18910930","+,,C","18910919",",,C","18910902",",,C","-5.0",",C,28,","","","0",",T,C,30,+","4.3",",,C,19,","25.0",",C,02,","627.2","C","303.9",",C","9.2",",,,C","0",",T,,C","8.20",",C","15.46",",,,C","0.95",",,,C"
"CA003050520","1891-10","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","7",",C","0",",C","","","1",",C","0",",C","26",",C","2",",C","0",",C","0",",C","18911031",",,C","","","18911029",",,C","18911029",",,C","18911009","+,,C","-13.3",",C,31,","","","25",",,C,29,","14.7",",,C,29,","18.9",",C,09,+","1073.9","C","446.7",",C","52.1",",,,C","25",",,,C","3.92",",C","10.28",",,,C","-2.44",",,,C"
"CA003050520","1891-11","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","9",",C","4",",C","0",",C","","","2",",C","7",",C","27",",C","10",",C","0",",C","0",",C","18911116",",,C","","","18911120",",,C","18911120",",,C","18911104",",,C","-29.4",",C,16,","","","135",",,C,20,","13.5",",,C,20,","12.2",",C,04,","1757.4","C","683.5",",C","37.9",",,,C","209",",,,C","-4.45",",C","0.58",",,,C","-9.48",",,,C"
"CA003050520","1891-12","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","10",",C","6",",C","1",",C","","","6",",C","6",",C","30",",C","25",",C","0",",C","0",",C","18911224",",,C","","","18911212",",,C","18911212",",,C","18911217","+,,C","-35.0",",C,24,","","","495",",,C,12,","49.5",",,C,12,","6.7",",C,17,+","2560.3","C","802.9",",C","90.7",",,,C","907",",,,C","-7.57",",C","-3.23",",,,C","-11.90",",,,C"
"CA003050520","1892-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","3",",C","0",",C","","","3",",C","12",",C","31",",C","24",",C","0",",C","0",",C","18920110",",,C","","","18920129",",,C","18920129",",,C","18920122",",,C","-37.2",",C,10,","","","127",",,C,29,","12.7",",,C,29,","6.1",",C,22,","3442.2","C","881.9",",C","20.6",",,,C","206",",,,C","-10.12",",C","-4.82",",,,C","-15.41",",,,C"
"CA003050520","1892-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","3",",C","1",",C","0",",C","","","1",",C","14",",C","29",",C","16",",C","0",",C","0",",C","18920214",",,C","","","18920212",",,C","18920212",",,C","18920211",",,C","-28.3",",C,14,","","","109",",,C,12,","10.9",",,C,12,","7.2",",C,11,","4217.5","C","775.3",",C","13.7",",,,C","137",",,,C","-8.40",",C","-1.12",",,,C","-15.69",",,,C"
"CA003050520","1892-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","2",",C","2",",C","0",",C","","","1",",C","1",",C","28",",C","3",",C","0",",C","0",",C","18920315",",,C","","","18920330",",,C","18920308",",,C","18920310",",,C","-20.0",",C,15,","","","33",",,C,30,","19.1",",,C,08,","10.6",",C,10,","4838.0","C","620.5",",C","22.4",",,,C","33",",,,C","-1.68",",C","4.17",",,,C","-7.54",",,,C"
"CA003050520","1892-04","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","12",",C","6",",C","0",",C","","","4",",C","1",",C","30",",C","4",",C","0",",C","0",",C","18920407",",,C","","","18920406",",,C","18920425",",,C","18920421",",,C","-17.8",",C,07,","","","147",",,C,06,","17.8",",,C,25,","13.3",",C,21,","5409.8","C","571.8",",C","62.4",",,,C","368",",,,C","-0.73",",C","5.11",",,,C","-6.57",",,,C"
"CA003050520","1892-05","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","4",",C","0",",C","","","2",",C","0",",C","22",",C","1",",C","2",",C","0",",C","18920501",",,C","","","18920506",",,C","18920517",",,C","18920521",",,C","-7.8",",C,01,","","","38",",,C,06,","12.2",",,C,17,","23.3",",C,21,","5825.5","C","415.7",",C","27.7",",,,C","63",",,,C","4.92",",C","11.82",",,,C","-1.97",",,,C"
"CA003050520","1892-11","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","7",",C","6",",C","1",",C","","","6",",C","10",",C","28",",C","16",",C","0",",C","0",",C","18921125",",,C","","","18921119",",,C","18921119",",,C","18921101",",,C","-32.2",",C,25,","","","533",",,C,19,","53.3",",,C,19,","10.6",",C,01,","","","752.3",",C","80.0",",,,C","800",",,,C","-6.75",",C","-1.73",",,,C","-11.76",",,,C"
"CA003050520","1892-12","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","3",",C","3",",C","0",",C","","","3",",C","17",",C","31",",C","26",",C","0",",C","0",",C","18921222",",,C","","","18921201",",,C","18921201",",,C","18921230",",,C","-41.7",",C,22,","","","76",",,C,01,","7.6",",,C,01,","3.9",",C,30,","","","927.4",",C","19.1",",,,C","191",",,,C","-11.58",",C","-5.49",",,,C","-17.68",",,,C"
"CA003050520","1893-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","2",",C","0",",C","","","2",",C","11",",C","26",",C","19",",C","0",",C","0",",C","18930130",",,C","","","18930124",",,C","18930124",",,C","18930103",",,C","-48.9",",C,30,","","","140",",,C,24,","14.0",",,C,24,","7.8",",C,03,","","","890.8",",C","23.4",",,,C","206",",,,C","-10.40",",C","-6.11",",,,C","-14.69",",,,C"
"CA003050520","1893-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","8",",C","4",",C","0",",C","","","4",",C","15",",C","28",",C","20",",C","0",",C","0",",C","18930205",",,C","","","18930205",",,C","18930205",",,C","18930219",",,C","-42.8",",C,05,","","","76",",,C,05,","7.6",",,C,05,","4.4",",C,19,","","","944.0",",C","26.0",",,,C","260",",,,C","-15.38",",C","-9.45",",,,C","-21.31",",,,C"
"CA003050520","1893-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","2",",C","0",",C","","","2",",C","8",",C","31",",C","13",",C","0",",C","0",",C","18930304","+,,C","","","18930328",",,C","18930328",",,C","18930328","+,,C","-25.6",",C,04,+","","","58",",,C,28,","10.7",",,C,28,","6.1",",C,28,+","","","745.7",",C","15.6",",,,C","107",",,,C","-5.72",",C","1.45",",,,C","-12.89",",,,C"
"CA003050520","1893-06","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","7",",C","2",",C","0",",C","","","0",",C","0",",C","6",",C","0",",C","2",",C","0",",C","18930618",",,C","","","18930618","+,,C","18930611",",,C","18930606",",,C","-3.9",",C,18,","","","0",",T,C,18,+","8.4",",,C,11,","23.9",",C,06,","","","281.2",",C","22.4",",,,C","0",",T,,C","8.96",",C","15.37",",,,C","2.54",",,,C"
"CA003050520","1893-07","51.1833","-115.5667","1384.0","BANFF, AB CA","","","","","7",",C","4",",C","0",",C","","","0",",C","","","","","0",",C","16",",C","0",",C","","","","","18930731","+,,C","18930703",",,C","18930731","+,,C","","","","","0",",,C,31,+","5.3",",,C,03,","28.9",",C,31,+","","","","","18.0",",,,C","0",",,,C","","","21.79",",,,C","",""
"CA003050520","1893-08","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.3",",C","4",",C","3",",C","0",",C","","","0",",C","0",",C","4",",C","0",",C","21",",C","0",",C","18930810",",,C","","","18930831","+,,C","18930813","+,,C","18930805",",,C","-1.1",",C,10,","","","0",",,C,31,+","5.1",",,C,13,+","31.7",",C,05,","","","163.7",",C","16.3",",,,C","0",",,,C","13.06",",C","22.37",",,,C","3.75",",,,C"
"CA003050520","1893-09","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","6",",C","5",",C","0",",C","","","1",",C","0",",C","16",",C","0",",C","7",",C","0",",C","18930917",",,C","","","18930920",",,C","18930920",",,C","18930902","+,,C","-5.0",",C,17,","","","64",",,C,20,","6.4",",,C,20,","26.7",",C,02,+","","","305.8",",C","21.9",",,,C","64",",,,C","8.14",",C","15.41",",,,C","0.86",",,,C"
"CA003050520","1893-10","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","4",",C","3",",C","0",",C","","","2",",C","1",",C","29",",C","2",",C","0",",C","0",",C","18931031",",,C","","","18931021",",,C","18931021",",,C","18931019",",,C","-18.3",",C,31,","","","203",",,C,21,","20.3",",,C,21,","13.9",",C,19,","","","534.4",",C","34.3",",,,C","318",",,,C","1.10",",C","6.39",",,,C","-4.20",",,,C"
"CA003050520","1893-11","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","5",",C","3",",C","0",",C","","","3",",C","9",",C","30",",C","19",",C","0",",C","0",",C","18931130",",,C","","","18931105",",,C","18931105",",,C","18931104",",,C","-37.2",",C,30,","","","160",",,C,05,","16.0",",,C,05,","13.3",",C,04,","","","822.0",",C","36.9",",,,C","346",",,,C","-9.07",",C","-3.41",",,,C","-14.73",",,,C"
"CA003050520","1893-12","51.1833","-115.5667","1384.0","BANFF, AB CA","","","0.0",",C","7",",C","3",",C","0",",C","","","3",",C","7",",C","30",",C","18",",C","0",",C","0",",C","18931212",",,C","","","18931211",",,C","18931211",",,C","18931217",",,C","-32.2",",C,12,","","","38",",,C,11,","3.8",",,C,11,","6.7",",C,17,","","","772.8",",C","14.0",",,,C","140",",,,C","-6.60",",C","-2.19",",,,C","-11.01",",,,C"
"CA003050520","1894-01","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","5",",C","4",",C","0",",C","","","3",",C","13",",C","30",",C","26",",C","0",",C","0",",C","18940123","+,,C","","","18940113",",,C","18940112",",,C","18940114","+,,C","-39.4",",C,23,+","","","76",",,C,13,","19.1",",,C,12,","4.4",",C,14,+","","","972.9",",C","32.5",",,,C","134",",,,C","-13.05",",C","-7.76",",,,C","-18.34",",,,C"
"CA003050520","1894-02","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","4",",C","3",",C","0",",C","","","3",",C","13",",C","28",",C","23",",C","0",",C","0",",C","18940219",",,C","","","18940216",",,C","18940216",",,C","18940226",",,C","-42.2",",C,19,","","","84",",,C,16,","8.4",",,C,16,","5.0",",C,26,","","","805.0",",C","16.8",",,,C","168",",,,C","-10.42",",C","-4.44",",,,C","-16.40",",,,C"
"CA003050520","1894-03","51.1833","-115.5667","1384.0","BANFF, AB CA","0.0","C","0.0",",C","7",",C","4",",C","0",",C","","","4",",C","5",",C","31",",C","12",",C","0",",C","0",",C","18940306",",,C","","","18940327",",,C","18940327",",,C","18940326",",,C","-23.3",",C,06,","","","173",",,C,27,","17.3",",,C,27,","8.3",",C,26,","","","719.5",",C","33.3",",,,C","333",",,,C","-4.88",",C","1.15",",,,C","-10.90",",,,C"
